EN_WORD,WORD,DEFINITION
affused,Повреждённый,отвращения
affusing,*,отвращения
affuse,Чтобы,выбросить или выбросить.
affusion,-,"акт проливания или проливания с жидкостью, как вода над ребенком в крещении."
affusion,-,"акт проливания воды или иной жидкости по всему или части тела, как препарат при болезни."
affied,Опухоль,от Affy
affying,Аффи,от Affy
affy,Довериться,Доверять (единственному себе или в); Доверять.
affy,Помолвка,для завязанности или замуж; для афианса.
affy,"Аффи,",связываться с верой.
affy,Довериться,Доверять или доверять.
afghan,afghan,от или относятся к Афганистану.
afghan,afghan,Родом из Афганистана.
afghan,afghan,своеобразный худший покров или вверх.
afield,В,"к, в, или на поле."
afield,Сойди,вне пути; отклонитесь.
afire,Огонь!,на огонь.
aflame,а,Воспаления; блестящий свет или страсть; аблаз.
aflat,aflanc,уровень с землей; плоский.
aflaunt,Являюсь,в запутанном состоянии или положении.
aflicker,В,в фликерном состоянии.
afloat,-,Посадка на воде; плавание; на борту судна.
afloat,на,"перемещение; переход от места к месту; в общей циркуляции; как, слух потопляется."
afloat,Неустановленное,"Неустановленный; движение без руководства или контроля; адрифт; как, наши дела все афлоат."
aflow,а,плавание.
aflush,aflosh,в флушном или блушном состоянии.
aflush,На,на уровне.
aflutter,В,в флютере; агитовано.
afoam,а,"в грязном состоянии; как, море все афоам."
afoot,Пешком.,на ногах.
afoot,Рис.:,Fig.: In motion; in action; astir; in progress.
afore,Ранее.,до.
afore,Передняя,в передней части судна.
afore,Ранее,«прежде» (в всех его смыслах).
afore,До,"Прежде; впереди; дальше впереди, чем; как, впереди ветряного стекла."
aforecited,Предшествовавшее,названный или цитированный ранее.
aforegoing,Предшествующий,"«предупреждение», «предупреждение»."
aforehand,Предыдущая,Пред; в ожидании.
aforehand,Ранее,Подготовлен; ранее предоставлен; - в отличие от задних рук.
aforementioned,Ранее,ранее упомянутое; ранее упомянутое.
aforenamed,Выше,Наименование ранее.
aforesaid,Вышеупомянутые,"сказано ранее, или в предыдущей части; уже описано или идентифицировано."
aforethought,"Предумышленное,","предвзятое; предвзятое; ранее в сознании; разработанное; как, малийское предвзятое, которое необходимо для того, чтобы составлять убийство."
aforethought,Предумышленность.,Предвзятое.
aforetime,"Ранее,",в прошлом; ранее.
a fortiori,a,с более сильной причиной.
afoul,afoul,в столкновении; втянутый.
afraid,"Боюсь,",напечатанный страхом или угнетением; в страхе; угнетением.
afreet,африт,"так же, как и Африт."
afresh,a,Новый; снова; снова; новый.
afric,африканцы.,африканский.
afric,Африка.,Африка.
african,::,от или относятся к Африке.
african,::,родом из Африки; также этнологически принадлежащий к африканской расе.
africander,Родившийся,"один родился в Африке, потомство белого отца и «цветной» матери."
africanism,▪,"слово, фраза, идиома или привычка, характерная для африканцев или африканцев."
africanize,Подвергать,поставить под господство африканцев или чернокожих.
afrit,Afrit,Alt. of Afreet
afrite,afrite,Alt. of Afreet
afreet,Африт,"мощный злой джинне, демоны или монстральный гигант."
afront,а,Впредь; лицо в лицо.
afront,а,напротив.
aft,-,вблизи или в сторону стерны судна; астерн; abaft.
after,"Далее,","Следующий; позднее во времени; последующий; достигающий; как, один после периода жизни."
after,-,препятствие; ближе к спине.
after,-,"для пересечения стерны судна; — применимо к любому объекту в задней части судна; как после кабины, после шоссе."
after,после,"позади на месте; как, люди в строке один за другим."
after,ниже,Ниже в ранге; рядом в порядке.
after,-,"позднее во времени; после; как, после обеда, после трех дней. часто предшествует клаузе."
after,После,"после и вследствие; как, после того, что вы сказали, я буду осторожен."
after,После,"после и без; как, после всех наших советов, вы взяли этот курс."
after,После,"переходите сзади; следуйте, в поиске; в поиске."
after,После,"денонсировать цель или объект; касаться; в отношении; как, заботиться о рабочих; искать друга; жаждать справедливости."
after,После,"в имитации; в соответствии с; после способа; как, чтобы сделать вещь после модели; картину после Рубенса; мальчик берет за отцом."
after,После,"согласно; в соответствии с; в соответствии с характером; как, он действовал по своему роду."
after,-,по направлению и влиянию; в пропорции; приспособления.
after,После,"Потом во времени или месте; позади; после; как, он следует после."
afterbirth,Послеродовое,"плацента и мембраны, с которыми соединяется плод, и которые исчезают после родов."
aftercast,После,"выброс комаров после игры в конце; следовательно, все сделано слишком поздно."
afterclap,Неожиданное,"неожиданное последующее событие; что-то неприятное происходит после того, как дело должно быть в конце."
aftercrop,второй,второй урожай или урожай в том же году.
after damp,После,"Невысыхаемый газ, оставшийся после взрыва огневой пары в шахтах; шок пары."
after-dinner,После,время только после обеда.
after-dinner,После,"после обеда; после прандьяла; как, после обеда."
after-eatage,после,Aftergrass.
aftereye,За,следить.
aftergame,Вторая,"вторая игра; следовательно, последующая схема или экспедиция."
after-glow,Послезакатное,Свет рефлюгенции в западном небе после захода солнца.
aftergrass,"Трава,","трава, которая растет после первого урожая, была высажена; потом."
aftergrowth,Второй,"Второй рост или урожай, или (метафорическое) развитие."
afterguard,Моряк,"моряк или моряк, находящийся на берегу или после части судна, для участия в послезащитах."
after-image,Появление,"впечатление живого ощущения, сохраняемого сетчаткой глаза после того, как причина была удалена; также распространено на впечатления, оставшиеся тонами, запахами и т.д."
afterings,Последним,"последнее молоко, вытянутое в молочные напитки."
aftermath,После,"второе движение; трава, которая растет после первого урожая хаи в том же сезоне; ровен."
after-mentioned,После,"упомянутые после; как, лица после упомянутых (в письме)."
aftermost,::,Hindmost; — в отличие от первоначального.
aftermost,-,Ближе к стерну; ближе к стерну.
afternoon,После,"часть дня, которая следует в полдень, между обедом и вечером."
after-note,Одна,"одна из небольших записей происходит на неоценкованных частях измерения, принимая свое время от предыдущей записывания."
afterpains,"Боль,","боли, которые случаются после родов, как при выделении после родов."
afterpiece,Последняя,"фрагмент, выполненный после игры, обычно фарс или другое небольшое развлечение."
afterpiece,Послеъемка,шейка рудника.
after-sails,После,"посадки на мизенемасте, или на остатках между главным и мизенемастом."
aftershaft,Послешвартованная,Гипоптилум.
aftertaste,"Вкус,","вкус, который остается в роте после еды или питья."
afterthought,После,отражение после действия; позднее или последующее мышление или экспедиция.
afterwards,после,Alt. of Afterward
afterward,После,в позднее или последующее время.
afterwise,Мудрость,"Мудрый после события; Мудрый или знающий, когда слишком поздно."
after-wit,Мудрость,"Мудрость или восприятие, которое приходит после нее, может быть полезным."
after-witted,Послеупакованный,характеризуется послезаветным; медленнозаветным.
aftmost,Наверху,Ближе к стерну.
aftward,В,в сторону стерн.
aga,Agha,Alt. of Agha
agha,В,"в Турции, командир или главный офицер."
again,"Взамен,","в обмен, назад; как, принесите нам слово снова."
again,Еще,Другой раз; еще раз; еще раз.
again,"Повторяются,","Однажды повторяется; — количества; как, как больше снова, наполовину больше снова."
again,Опять,в любом другом месте.
again,С,с другой стороны.
again,Кроме,Более; кроме; дальше.
again,Опять,Alt. of Agains
agains,вновь,"против; также, в сторону (в целях встречи)."
againbuy,Снова,чтобы исцелить.
againsay,Скажи,Назад.
against,-,"обрез; противоположность; противоположность; противоположность; как, противоположность рту реки; — в этом смысле, часто предшествовавшем концу."
against,-,"из противоположного направления так, чтобы ударить или вступить в контакт с; в контакте с; на; как, хейл бит против крыши."
against,против,"В отличие от того, является ли оппозиция чувством или действием; с другой стороны; против; в противоречии; следовательно, против; как, против разума; против закона; для проведения гонки против времени."
against,к,"с того времени, что; в подготовке к; чтобы быть готовым к времени, когда."
againstand,-,сопротивляться.
againward,Снова,Вновь.
agalactia,Agalactia,Alt. of Agalaxy
agalaxy,Недостаток,неудача надлежащего выделения молока после родов.
agalactous,Не,отсутствие молока для сухания.
agal-agal,То,"Точно так же, как и Agar-agar."
agalloch,Aglellous,Alt. of Agallochum
agallochum,"Мягкая,","мягкое, резиновое дерево (Aquilaria Agallocha) высоко ароматического запаха, сжигаемого восточными в качестве парфюма."
agalmatolite,агалматолит,"мягкий, компактный камень, синего, зеленого или желтого цвета, окрашенный в изображениях китайцами, и, следовательно, называемый фигурным каменем и пагодитом."
agama,agama,"род лизаров, один из немногих, которые питаются растительными веществами; также, один из этих лизаров."
agamis,Agami,от Агами
agami,(Psophia,"Южноамериканская птица (Psophia crepitans), союзная с кранами, и легко domesticated; — также называется золотистый тромметр."
agamic,agamic,"производится без полового союза; как, религиозные или неплодородные яйца."
agamic,agamic,"не имея видимых органов размножения, как бесцветные растения; агамик."
agamically,agamicy,в религиозном виде.
agamist,Неженатое,"неженный человек; также, один против брака."
agamogenesis,agamogenesis,Репродукция без союза родителей разных полов: асексуальная репродукция.
agamogenetic,agamogenetic,размножается или вырабатывается без полового союза.
agamous,agamous,отсутствие видимых половых органов; асексуальность.
agamous,agamous,криптогамовый.
aganglionic,Без,без ганглии.
agape,агапе,"отклонение, как с удивлением, ожиданием или стремлением к вниманию."
agapae,Агапае,от Agape
agape,агапе,"«Любовь празднует примитивных христиан, являясь участником обеда в связи с общением»."
agar-agar,agar-agar,"Фукус или морепродукт, широко используемый на Востоке для супов и гелий; Цейлон-мосс (Gracilaria lichenoides)."
agaric,Agaric,"гриб рода Агарикуса, многих видов, из которых общий гриб является примером."
agaric,agaric,"Старое название для нескольких видов полипоруса, коричневых грибов, растущих на распадающемся дереве."
agasp,В,в состоянии гаспинга.
agast,Agast,Alt. of Aghast
aghast,Ахаст,бояться; бояться.
agast,См.,Смотреть «агаст».
agastric,Агастрический,"имея в желудке, или отдельный пищеварительный канал, как тапир."
agate,агат,"На пути; агате; как, чтобы быть агате; чтобы установить булы агате."
agate,агат,"полупелюцидный, некристаллизированный сорт кварца, представленный различными оттенками в одном образце."
agate,agatte,"тип, больший, чем перлина и меньший, чем непарил; в Англии называется руби."
agate,agate,"Димиктивный человек; так называемый в упоминании о маленьких фигурах, вырезанных в агате для кольца и знаков."
agate,agate,"инструмент, используемый золотистыми трубами, книжниками и т. д.; — так называемый из агата, фиксированного в нем для сгорания."
agatiferous,agatiferous,содержание или производство агата.
agatine,-,"относится к, или как, агате."
agatize,agatized,превратить в агата; сделать аналогичный агата.
agaty,Агата,о природе агаты или содержащей агаты.
agave,Agave,"род растений (порядок Amaryllidaceae), главным видом которого является магуй или вековой растение (A. Americana), неправильно называется алоэ. Это от десяти до семидесяти лет, в соответствии с климатом, в достижении зрелости, когда он производит гигантский цветочный ствол, иногда сорок футов в высоту, и умирает. Ферментированный сок является пулькой мексиканцев; де"
agazed,"Удивлённый,",Ужасненный с удивлением; удивленный.
age,Всю,"вся продолжительность существования, будь то животное, овощное или иное; продолжительность жизни."
age,каков,"та часть продолжительности существа или вещи, которая находится между его началом и какого-либо определенного времени; как, каков настоящий возраст человека или земли?"
age,-,последняя часть жизни; передовой период жизни; старость; состояние старения.
age,::,"один из этапов жизни; как, возраст детства, юности и т. д."
age,Взрослый,"зрелый возраст; особенно, время жизни, в котором человек достигает полных личных прав и способностей; как, к возрасту; он (или она) является возрастом."
age,-,"время жизни, в котором определенная сила или способность понимается для того, чтобы стать обернутыми; как, возраст согласия; возраст дискреции."
age,▪,"определенный период времени в истории, как отличается от других; как, золотой век, век Перикла."
age,Великий,Великий период в истории Земли.
age,В,век; период сотни лет.
age,"Люди,","люди, которые живут в определенный период; следовательно, поколение."
age,-,Длительное время.
aged,Возрастная,возраст
aging,Возраст:,возраст
age,возраст:,"чтобы стареть; чтобы стареть; чтобы показать признаки возраста; как, он вырос жир, как он стареет."
age,"Постареть,","вызвать старение; поделиться характеристиками возраста; как, печаль стареет нас."
aged,"Старый,","старый; прожив долго; прожив почти до или за пределами обычного времени, присвоенного этому виду бытия; как, старый человек; старый оак."
aged,"Взрослый,",принадлежит к старости.
aged,"возраст,","имея определенный возраст; в возрасте; имея жизнь; как, мужчина сорок лет."
agedly,Пожилой,в виде пожилого человека.
agedness,-,качество старения; старость.
ageless,Без,"без возрастных ограничений продолжительности; как, источники нестарости молодежи."
agen,аgen,Смотреть снова.
agencies,учреждений,от Агентства
agency,::,способность действовать или осуществлять власть; состояние быть в действии; действие; инструментальность.
agency,Управление,"должность агента, или фактора; связь между главным и его агентом; дело одного, вовлеченное в заботы другого."
agency,Агентство,Место бизнеса я агент.
agend,См.,Смотреть Агентство.
agenda,Повестка,Агентство
agendum,"что-то,","что-то, что нужно сделать; например, книгу меморандума."
agendum,[В,Церковная служба; ритуал или литургия.
agenesic,Важенезианский,характеризуется стерильностью; инфекционным.
agenesis,Все,любое несовершенное развитие организма или любая аномалия организации.
agennesis,agennesis,импотенция; стерильность.
agent,-,"действовать; — противостоять пациенту, или поддерживать, действовать."
agent,"Тот,","человек, который осуществляет власть, или обладает властью действовать; актер."
agent,"Тот,","человек, который выступает за, или в месте другого, по его власти; один вмешивается в дело другого; заместитель; заместитель; фактор."
agent,Активная,"активная сила или причина; тот, у которого есть сила производить эффект; как, физический, химический или медикаментозный агент; как, тепло является мощным агентом."
agential,-,от или принадлежит агентству или агентству.
agentship,Агентство.,Агентство.
ageratum,В,"род растений, один из которых (A. Mexicanum) имеет лавандуло-синие цветы в густых кластерах."
aggeneration,agгенерация,акт производства в дополнение.
agger,Agggger,земной труд; луна; возвышенная работа.
aggerate,Попробуй,чтобы подняться.
aggeration,Аппаратура:,"Агрегация; накопление; как, агрегации песка."
aggerose,В,в грызунах; полный грызунов.
aggest,Самое,чтобы подняться.
agglomerated,Agglomerate,агломерации
agglomerating,Agglomerate,агломерации
agglomerate,agglomerate,"ветер или собирать в мяч; следовательно, собирать в массу или что-то вроде массы."
agglomerate,-,собирать в массе.
agglomerate,Aggglomerate,Alt. of Agglomerated
agglomerated,Агломерированный,"Собирается в мяч, кусочек или массу."
agglomerated,Агломерированный,Собирается в круглую голову цветов.
agglomerate,agglomerate,коллекция или масса.
agglomerate,agglomerate,"масса уголных вулканических фрагментов, объединенных теплой; — отличается от конгломерата."
agglomeration,agglomeration,акт или процесс сбора в массе; соединение.
agglomeration,Состояние,состояние сбора в массе; массе; кластера.
agglomerative,Агломеративное,имея тенденцию собираться вместе или собирать коллекции.
agglutinant,агглютинант,"объединяющий, как склеивающий; вызывающий, или склонный вызывать, присоединение."
agglutinant,Любое,"любое вискозное вещество, которое заставляет тела или части придерживаться."
agglutinated,Agglutinate,аглютинированного
agglutinating,Аггюлиметрия,от Agglutinate
agglutinate,agglutienate,"соединить, или вызвать прикрепление, как с глией или другой вискозной субстанцией; соединить, вызывая прикрепление веществ."
agglutinate,agglutinate,соединенный с глюей или как с глюей; цементный вместе.
agglutinate,agglutinate,"Состоит из корневых слов, комбинированных, но не материально измененных в виде формы или значения; как, аглютинит формы, языки и т. д. Смотреть Аглютинит, 2."
agglutination,Акт,акт объединения глией или иной тенасной субстанцией; состояние быть таким образом объединенным; присоединение частей.
agglutination,"Сочетание,","Комбинация, в которой корневые слова объединяются с небольшим или никаким изменением формы или утратой значения."
agglutinative,gglutienative,"относящийся к аглютинации; склонный к объединению, или имеющий власть вызывать присоединение; привязанный."
agglutinative,Agglutinatory,"формируется или характеризуется аглютинацией, как языком или соединением."
aggrace,Аграгесс,на благо; на милость.
aggrace,"Грейс,",Благодарность; пожалуйста.
aggrandizable,Агграндарность,способность быть агрессируемым.
aggrandization,Агграндизация,Агрессификация.
aggrandized,Aggrandize,от «агрессированного»
aggrandizing,Агграндизирование,от «агрессировать»
aggrandize,"агрендизировать,","сделать великий; расширить; увеличить; как, расширить наши концепции, авторитет, беспокойство."
aggrandize,агитировать,"сделать большим или большим в силе, ранг, честь или богатство; — применимо к лицам, странам и т.д."
aggrandize,Чтобы,чтобы выглядеть большим или большим; чтобы вызвать.
aggrandize,Аграндизировать,увеличить или стать великим.
aggrandizement,Акт,"акт агрессификации, или состояние агрессификации или возвышения в власти, ранг, честь или богатство; возвышение; расширение; как, император ищет только агрессификацию собственной семьи."
aggrandizer,"Тот,","тот, кто агрессирует, или делает великий."
aggrate,"Пожалуй,",Пожалуйста.
aggravated,отягченное,от Усугубляемого
aggravating,отягчающее,от «усугубляющего»
aggravate,Усугублять,сделать тяжелее или тяжелее; добавить; увеличить.
aggravate,Ухудшить,сделать хуже или тяжелее; сделать менее терпимым или менее оправданным; сделать более агрессивным; усилить; усилить.
aggravate,Ухудшает,"чтобы дать окраску в описании; чтобы преувеличить; как, чтобы усугубить обстоятельства."
aggravate,Ухудшает,вынуждать; провоцировать; раздражать.
aggravating,-,усугубляющее или усугубляющее обстоятельства.
aggravating,-,отчаянное; провоцирующее; раздражающее.
aggravatingly,Отягчающим,в ухудшительном виде.
aggravation,Усугубляющий,"действие усугубления или ухудшения; - использование зла, естественного или нравственного; акт увеличения тяжести или злодеяния; что-то дополнительное к преступлению или ошибке и усиливание его вины или вредных последствий."
aggravation,Ухудшается,чрезмерное представление.
aggravation,Усугубление,"экстремистская обстановка или несчастный случай, увеличивающий вину преступления или бедность бедствия."
aggravation,Усугубление,провокация; раздражение.
aggravative,Агонистический,склонность к ухудшению.
aggravative,Агонистическое,"то, что усугубляет."
aggregated,агрегированная,от Агрегированного
aggregating,Совокупные,от Агрегации
aggregate,сведение,объединить; собирать в массу или сумму.
aggregate,Добавление,"добавить или объединить, как лицо, в ассоциацию."
aggregate,Совокупное,"для суммы в агрегате до; как, десять нагрузок, агрегирующих пятьсот бушелей."
aggregate,Совокупная,формируемый коллекцией частей в целую массу или сумму; коллективный.
aggregate,сформируется,"формируются в кластеры или группы лобулей; как, агрегируются железы."
aggregate,В,"составлен из нескольких цветов в пределах общего включения, как в даиси; или из нескольких карпелей, образовавшихся из одного цветения, как в распыле."
aggregate,в,"имея несколько компонентов, соединяющихся друг с другом только до такой степени, что они могут быть разделены механическими средствами."
aggregate,в,соединитесь в обще организованную массу; — говорится о некоторых соединенных животных.
aggregate,в,"масса, сбор, или сумма частиц; как, дом является агрегат камня, стекла, древесины и т.д."
aggregate,суммарная,"масса, образуемая соединением однородных частиц; — в отличие от соединения, образуемая соединением однородных частиц."
aggregately,В,коллективно; в массе.
aggregation,Агрегирование,"акт агрегации, или состояние агрегации; сбор в массу или сумму; сбор частиц; агрегат."
aggregative,Взятая,принят вместе; коллективный.
aggregative,В,греческий; социальный.
aggregator,"Грузоподъемник,","один, который агрегирует."
aggrege,агрегировать,сделать тяжелым; усугубить.
aggressed,Агрессивная,агрессии
aggressing,Агрессивное,агрессии
aggress,Агрессивный,совершить первый акт враждебности или оскорбления; начать споры или споры; совершить атаку; - с ними.
aggress,Нападение,наступить; атаковать.
aggress,Агрессия.,агрессии.
aggression,Агрессия:,"первая атака, или акт враждебности; первый акт поражения, или первый акт, ведущий к войне или спору; непровоцированный удар; нападение; как, война агрессии."
aggressive,агрессивные,"склонность или склонность к агрессии; характеризуется агрессией; совершение нападений; несправедливое нападение; как, агрессивная политика, война, человек, нация."
aggressor,"Лицо,","лицо, которое впервые атакует или совершает агрессию; лицо, которое начинает враждебность или столкновение; нападающий."
aggrievance,-,угнетение; трудности; травмы; страдания.
aggrieved,Потерпевший,от агрессии
aggrieving,Признательное,от агрессировать
aggrieve,Принудить,"давать боли или страдания; давать страдания; следовательно, подавлять или наносить ущерб в правах; тяжёло переносить; — теперь обычно используется в пассивном ТО быть агрессивным."
aggrieve,Желай,жаловаться; жаловаться.
aggrouped,Агрегированные,от Aggroup
aggrouping,Агрегирование,от Aggroup
aggroup,aggroup,объединить в группу; в группу.
aggroupment,agrangement,Организация в группе или в группах; группировка.
aggry,Aggri,Alt. of Aggri
aggri,Aggri,"применяется к своему виду разнообразных стеклянных бобов древнего производства; как, агри бобов найдены в Ашантие и Фантие в Африке."
aghast,См.,"Смотреть «агаст», v. t."
aghast,"Ужасный,",уплашенный; пораженный поражением; показывающий признаки ужаса или ужаса.
agible,Возможное,возможно сделать; практично.
agile,-,"имея способность быстро двигаться в конечности; умел или готов двигаться; нимбл; активный; как, агильный мальчик; агильный язык."
agilely,-,в агильном виде; нимбли.
agileness,Быстрость,Agility; nimbleness.
agility,-,"качество быть агильным; сила быстро и легко перемещать конечности; нименность; активность; скорость движения; как, сила и агильность тела."
agility,-,деятельность; мощное агентство.
agios,Агиосы,от Агио
agio,agio,"Премия или процент на лучший вид денег, когда она дается в обмен на низший вид. Премия или скидка на иностранных счетах обмена иногда называется агио."
agiotage,агитационно-бытовые,"обменный бизнес; также, акционерный бизнес; маневры спекуляторов, чтобы повысить или снизить цену акций или государственных средств."
agist,агитировать,"взять на зерно или пасту, по определенной сумме; — использовались изначально для кормления скота в лесах короля, и собирать деньги за это."
agistator,См.,Смотреть «Агистер».
agister,Agistor,Alt. of Agistor
agistor,Агистор,"Раньше офицер королевского леса, который заботился о скотах, агистировал и собрал деньги за него; — поэтому называл гейт-такер, который в Англии коррумпирован в госте-такер."
agistor,Агистёр,"теперь, тот, кто агист или берет в скот, чтобы пастировать по определенной скорости; пастир."
agistment,"раньше,",Раньше принятие и кормление животных других людей в лесах короля.
agistment,Приобретение,"принятие какими-либо другими животными, чтобы в определенной скорости пожертвовать."
agistment,За,"цена, заплаченная за такое питание."
agistment,-,"сборы или ставки по отношению к земле; как, агистмент морских банков, т. е., сборы по отношению к банкам или дикетам."
agitable,Амбициозная,способность быть агитационным или легко перемещаться.
agitated,Агитационно-агитационно-агитационный,от «агитации»
agitating,Агитационный,от Агитации
agitate,Ветер,"двигаться насильственным, нерегулярным действием; как, ветер агитирует море; агитировать воду в судне."
agitate,Агитационно-агитационное,двигаться или действовать.
agitate,"Взбудоражить,","встать; раздражать или раздражать; раздражать; как, он был сильно раздражен."
agitate,Настройся,"обсуждать с большой серьезностью; обсуждать; как, горяче-агитационный спор."
agitate,агитировать,"чтобы вращаться в сознании, или видеть во всех его аспектах; чтобы противоречить шумно; чтобы сформулировать; чтобы сформулировать; как, политики раздражают отчаянные конструкции."
agitatedly,Взволнованным,в агитационном виде.
agitation,Вспышка,"акт агитации, или состояние агитации; состояние перемещения с помощью насилия, или с помощью нерегулярных действий; раздражение; как, море после шторма находится в агитации."
agitation,Вспышка,"восстание или возбуждение; расстройство спокойствия; расстройство ума, которое проявляется физическим возбуждением; расстройство; как, чтобы вызвать любое раздражение."
agitation,Возбуждение,"возбуждение общественного чувства через дискуссию, призывы и т. д.; как, антиславерская агитация; трудовая агитация."
agitation,Вспоминание:,"рассмотрение или рассмотрение предмета спора, или плана, предложенного для принятия; серьезная дискуссия; дискуссия."
agitative,Агитационно-агитационно-агитационный,склонность к агитации.
agitato,Агитато,"пейте или играйте спокойно, спешно и спазмодически."
agitator,"Возбуждающий,","тот, кто раздражает; тот, кто раздражает или раздражает других; как, политические реформаторы и раздражатели."
agitator,Один,"один из корпусов мужчин, назначенных армией, во времена Кромвеля, чтобы заботиться о своих интересах; — также называли помощников."
agitator,agitator,внедрение для удара или смешивания.
agleam,Смотреть,"Глеаминг; как, лица аглейма."
aglet,Aglet,Alt. of Aiglet
aiglet,aigle,"обозначение лазы или точек, брейдов или кордов, ранее использованных в одежде. они иногда образовывались в небольших изображениях."
aiglet,Айглет,круглое белое стекло.
agley,agley,Aside; askew.
aglimmer,-,в блестящем состоянии.
aglitter,В,блестящий; в блестящем.
aglossal,Без,без языка; без языка.
aglow,В,"в свете; блестящий; как, чеек аглоу; пейзаж все аглоу."
